name;stars;review_count;categories
Vineyards Cafe;4.5;192;Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Restaurants, Breakfast & Brunch
PrimoHoagies;4.0;43;Delis, Restaurants, Italian, Local Flavor, Sandwiches
Hyon's Seafood;3.5;5;Restaurants, Seafood
Ron's Caribbean Cuisine;4.0;142;Restaurants, Food, Ethnic Food, Cafes, Caribbean, Specialty Food
Wiz Kid;4.5;163;Vegan, Restaurants, Fast Food, Cheesesteaks
Cynthia Roberts;3.0;5;Barbers, Hair Salons, Beauty & Spas, Hair Removal, Waxing, Hair Stylists
Latin Flavor;4.5;10;Latin American, Caribbean, Cuban, Restaurants
Tom's Corner Grill & Pizza;3.5;11;Restaurants, Pizza
Slأ،inte Pub & Grill;3.5;139;Nightlife, Bars, Restaurants, Irish, Pubs
BoConcept Philadelphia;3.5;15;Home Services, Shopping, Home & Garden, Furniture Stores, Home Decor, Interior Design
PNC Bank;2.0;11;Financial Services, Home Services, Banks & Credit Unions, Investing, Mortgage Brokers, Real Estate
Empress Garden;4.0;263;Taiwanese, Chinese, Noodles, Restaurants
Budget Rent A Car System;1.5;6;Car Rental, Hotels & Travel
The Fat ChickeN;4.5;10;Japanese, Chicken Wings, Fast Food, Restaurants
Chinese Restaurant;4.5;27;Restaurants, Chinese
Los Compadres;4.0;12;Mexican, Italian, Food Trucks, Restaurants, Food
Nannie Francos Pizza;3.0;13;Pizza, Restaurants
Priya Hot Yoga;4.5;49;Active Life, Yoga, Fitness & Instruction
Rittenhouse Market;2.5;113;Food, Grocery
Neighborhood Compounding Pharmacy;4.5;9;Drugstores, Medical Centers, Shopping, Health & Medical
Los Potrillos;4.0;17;American (Traditional), Spanish, Restaurants, Food Trucks, Mexican, Food
Tie Bar;4.5;7;Formal Wear, Men's Clothing, Fashion, Shopping, Accessories
Doggie Style Pets;4.0;38;Pet Stores, Pet Groomers, Pets, Pet Adoption, Pet Services
Firing Line;3.5;58;Gun/Rifle Ranges, Guns & Ammo, Shopping, Active Life
David Slobodinsky;4.0;11;Oral Surgeons, Health & Medical, Sleep Specialists, General Dentistry, Dentists, Cosmetic Dentists
Divino Wine Bar;3.5;10;Italian, Wine Bars, Restaurants, Bars, Nightlife, Pizza
Tropical Nails;1.5;8;Beauty & Spas, Nail Salons
Capofitto;4.5;205;Bars, Gelato, Breakfast & Brunch, Italian, Food, Nightlife, Restaurants, Pizza
The Blue Duck;4.0;495;Restaurants, American (New), Burgers, Breakfast & Brunch, Sandwiches
Penn Live Arts;4.0;12;Cinema, Jazz & Blues, Performing Arts, Arts & Entertainment, Nightlife, Music Venues
La Creperie Cafe;3.5;146;Restaurants, Cafes, Creperies
Philadelphia Auto Body;4.5;63;Body Shops, Auto Detailing, Automotive, Auto Repair
Kurry Shack;3.5;29;Vegetarian, Specialty Food, Health Markets, Halal, Indian, Restaurants, Food
Rocchino's;3.0;20;American (New), Italian, Restaurants
Twenty 21;3.0;8;Restaurants
HappyBeautySalon;3.5;8;Beauty & Spas, Hair Salons
Wawa;2.5;45;Food, Automotive, Convenience Stores, Coffee & Tea, Gas Stations, Sandwiches, Restaurants
The Black Sheep Pub & Restaurant;3.5;339;Bars, Pubs, Irish Pub, Nightlife, Sports Bars, Restaurants, American (New)
Vegetate;3.0;19;Sandwiches, American (New), Vegetarian, Vegan, Breakfast & Brunch, Restaurants
Francis The Duke Barber Co.;4.5;19;Barbers, Men's Clothing, Beauty & Spas, Shopping, Fashion
Armada Chauffeured Services;4.0;6;Transportation, Limos, Hotels & Travel
Philly Cowshare;4.0;6;Specialty Food, Meat Shops, Shopping, Food
CVS Pharmacy;3.0;33;Shopping, Convenience Stores, Pharmacy, Health & Medical, Food, Drugstores
United Tire & Service of North East Philadelphia;4.5;6;Tires, Automotive, Auto Repair, Oil Change Stations
Hunnies Crispy Chicken;2.0;5;Restaurants, Chicken Shop, American (Traditional)
Braid Masters;4.0;34;Hair Extensions, Hair Salons, Beauty & Spas
Slices Pizza;4.0;122;Pizza, Food, Restaurants
Marrakesh Express;4.5;48;Moroccan, Halal, Restaurants
Alison Simon - KW Philly;5.0;8;Real Estate Agents, Home Services, Real Estate, Real Estate Services
Verizon;1.5;12;Home Services, Mobile Phones, Internet Service Providers, Electronics, Professional Services, Shopping
Barra Restaurant;2.5;117;Restaurants, Bars, Pizza, Nightlife, Italian
Lazos Pizza & Grill;4.0;176;Pizza, American (Traditional), Restaurants, Italian
AT&T Store;3.5;5;Mobile Phone Accessories, Shopping, Professional Services, Internet Service Providers, Home Services, Television Service Providers, Mobile Phones
Odunde;4.0;5;Festivals, Arts & Entertainment
Fa Caldo Caffe;4.5;19;Coffee & Tea, American (New), Restaurants, Food
Heads & Tails Beauty Boutique;4.5;215;Hair Salons, Day Spas, Beauty & Spas, Hair Removal
Barnet Fair;5.0;39;Beauty & Spas, Hair Salons, Hair Stylists
New England Pizza;3.0;22;Pizza, Restaurants
Ramble Pizza;4.5;19;Restaurants, Pizza, Food, Food Trucks
South Street Headhouse District;4.0;12;Local Flavor, Landmarks & Historical Buildings, Public Services & Government
Robert's Twi-Lite Lounge;4.5;24;Bars, Jazz & Blues, Arts & Entertainment, Nightlife
Sue's Market;4.0;9;Beer, Wine & Spirits, Restaurants, Specialty Food, Food, Sandwiches, Delis, Fruits & Veggies, Grocery
Chevyâ€™s Famous Thin Crust Pizza;4.0;13;Sandwiches, Pizza, Chicken Wings, Restaurants
Papyrus;4.0;17;Bridal, Cards & Stationery, Office Equipment, Shopping, Arts & Crafts, Event Planning & Services, Home & Garden, Flowers & Gifts, Home Decor, Gift Shops
Red Lion Surgicenter;3.5;5;General Dentistry, Dentists, Health & Medical
Kanella;4.5;579;Mediterranean, Food, Greek, Restaurants, Breakfast & Brunch
Juliet Personal Concierge;5.0;6;Personal Assistants, Home Organization, Event Planning & Services, Professional Services, Home Services, Party & Event Planning
Donatucci Kitchens Baths and Appliances;1.0;8;Appliances, Kitchen & Bath, Home & Garden, Home Services, Shopping, Interior Design, Contractors
Bravo Marble and Granite;2.0;8;Home Services, Contractors, Building Supplies
Lulu's Pizza Bar;3.5;26;Food, Restaurants, Nightlife, Pizza, Bars, Beer, Wine & Spirits
Spike's Trophies;3.5;10;Printing Services, Shopping, Screen Printing/T-Shirt Printing, Customized Merchandise, Local Services, Signmaking, Professional Services, Trophy Shops
32 Degrees Lounge;2.5;11;Lounges, Nightlife, Bars
Club28 Badminton Philadelphia;5.0;6;Sporting Goods, Shopping, Badminton, Active Life
Brأ»lأ©e Catering;5.0;7;Event Planning & Services, Caterers, Food, Venues & Event Spaces
Commonwealth Kitchen;3.5;38;Cheesesteaks, Restaurants, Pizza, American (Traditional)
Gallagher's on the Parkway;3.0;8;Bars, Nightlife, Sports Bars
Makiman Sushi;3.5;209;Sushi Bars, Japanese, Restaurants
Domino's Pizza;2.0;26;Sandwiches, Pizza, Restaurants, Chicken Wings
MissionStaff;5.0;6;Employment Agencies, Professional Services
California Closets - Philadelphia;5.0;12;Home Organization, Home Services, Shopping, Home & Garden, Furniture Stores, Interior Design
Charlie's Roast Pork;4.5;30;Restaurants, Breakfast & Brunch, Sandwiches
Flyers Skate Zone;3.5;12;Sporting Goods, Active Life, Shopping, Skating Rinks
McDonald's;1.0;38;Fast Food, Food, Burgers, Coffee & Tea, Restaurants
Dunkin';2.0;10;Coffee & Tea, Food, Donuts
New Liberty Distillery;4.5;48;Food, Beer, Wine & Spirits, Distilleries, Venues & Event Spaces, Event Planning & Services, Bars, Nightlife
In Riva;4.0;729;Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants
Triple One Nail Salon;1.0;9;Beauty & Spas, Nail Salons
Starbucks;3.0;39;Food, Coffee & Tea
Pearl;2.5;32;Asian Fusion, Nightlife, Restaurants, Dance Clubs, Lounges, Bars
Shine Hair & Nails;5.0;5;Hair Salons, Beauty & Spas, Nail Salons
Philippine Jeepney Grill;3.5;12;Specialty Food, Food, Filipino, Restaurants, Ethnic Food
Tomo Sushi & Ramen;4.5;193;Japanese, Restaurants, Ramen, Sushi Bars
Asian Star;3.0;5;Thai, Restaurants, Chinese, Japanese, Sushi Bars
City Food Tours;4.5;48;Hotels & Travel, Specialty Food, Food, Food Tours, Tours
DoubleTree by Hilton Hotel Philadelphia Center City;3.0;338;Hotels, Event Planning & Services, Caterers, Hotels & Travel
Loco Lucho's Latino Kitchen;3.5;40;Spanish, Restaurants, Latin American, Puerto Rican, Caribbean, Cuban
Urban Igloo;4.0;17;Real Estate Services, Home Services, Apartments, Real Estate Agents, Real Estate
Potito's Italian American Pastries;3.5;88;Food, Restaurants, Bakeries
Atlantic Physical Therapy;5.0;24;Fitness & Instruction, Physical Therapy, Sports Medicine, Doctors, Health & Medical, Active Life, Chiropractors, Orthopedists, Yoga
kiki nail&spa;3.0;14;Beauty & Spas, Nail Salons, Nail Technicians
Smiths Restaurant and Bar;3.0;225;American (New), Bars, Nightlife, Lounges, Restaurants
Steve's Prince of Steaks;3.0;11;Pizza, Restaurants, American (Traditional), Cheesesteaks
St. Declan's Well;3.5;30;Nightlife, Music Venues, Irish, Pubs, Irish Pub, Arts & Entertainment, Food, Restaurants, Breweries, Bars, Beer, Wine & Spirits
Good Music Academy;4.5;7;Musical Instruments & Teachers, Shopping
Bareburger - Midtown Village;4.0;622;Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad
Dough Boy Pizza;4.5;11;Restaurants, Pizza
Cafe Habana;4.0;5;Restaurants, Nightlife, Lounges, Bars
Gaetanoâ€™s;3.5;6;Pizza, Restaurants, Sandwiches, Cheesesteaks
Rite Aid;2.0;6;Shopping, Food, Drugstores, Convenience Stores
The Men's Club Barber Shop;4.5;62;Barbers, Beauty & Spas
Las Cazuelas Restaurant BYOB;4.0;338;Food, Tacos, Mexican, Latin American, Restaurants, Spanish
PA Fabric Outlet Inc;3.5;19;Home & Garden, Arts & Crafts, Shopping, Fabric Stores
D'S Caribbean And American Food;3.5;10;Caribbean, Cajun/Creole, Restaurants, Southern
European Wax Center;4.0;298;Beauty & Spas, Waxing, Hair Removal, Skin Care
Fox Philadelphia WTXF;2.0;9;Television Stations, Mass Media
Hai Street Kitchen & Co;3.5;100;Japanese, Asian Fusion, Restaurants
Bath & Body Works;4.0;10;Skin Care, Beauty & Spas, Gift Shops, Perfume, Flowers & Gifts, Shopping, Home & Garden, Day Spas, Cosmetics & Beauty Supply, Candle Stores
Xfinity Store by Comcast;2.0;88;Security Systems, Internet Service Providers, Home Services, Television Service Providers, Professional Services
iDope Philly;4.5;69;Shopping, Local Services, Mobile Phone Repair, IT Services & Computer Repair, Wholesale Stores
Dae Jang Geum;4.0;8;Restaurants, Korean
TSA Checkpoint C - Philadelphia International Airport;1.5;22;Airport Terminals, Hotels & Travel, Airports, Public Services & Government
US Post Office;2.0;7;Shipping Centers, Post Offices, Public Services & Government, Local Services
The Mens Salon;5.0;21;Men's Hair Salons, Hair Salons, Hair Stylists, Beauty & Spas
Oregon Beauty;3.0;27;Skin Care, Nail Salons, Beauty & Spas, Massage, Hair Salons
Sorrento Pizzeria And Grill;2.0;9;Chicken Wings, Pizza, Burgers, Restaurants
Tony Express;5.0;8;Food, Food Trucks, Mediterranean, Sandwiches, Restaurants, Burgers, Falafel
The Resource Exchange;4.5;25;Art Supplies, Arts & Crafts, Shopping, Home & Garden, Thrift Stores
Panasian Buffet;3.5;62;Pan Asian, Japanese, Buffets, Restaurants, American (Traditional), Chinese, Seafood
Lucky Goat Coffeehouse;4.5;135;Food, Coffee & Tea
HelloTech;4.0;41;TV Mounting, Shopping, Home Services, Home Theatre Installation, IT Services & Computer Repair, Local Services, Computers
4 Seasons Grill Mexican Restaurant;4.0;12;Mexican, Restaurants
The Centennial Cafe;3.5;26;Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Sandwiches
Camac;3.0;6;Gay Bars, Bars, Nightlife, American (Traditional), Restaurants
Paris Baguette;4.0;32;Bakeries, Food
Hudson Group;2.0;6;Print Media, Mass Media
Templetown Realty;1.0;16;Real Estate, Apartments, Commercial Real Estate, Home Services
Bistro La Bأھte;5.0;15;French, Restaurants
The Monster Minders;5.0;38;Dog Walkers, Pets, Pet Services, Pet Sitting
Jin Jae;2.5;9;Specialty Food, Food, Fruits & Veggies
Sam's Pizza;2.0;13;Restaurants, Pizza
Bargain Thrift Center;4.5;19;Thrift Stores, Shopping
Queen Nails & Spa;2.0;64;Nail Salons, Beauty & Spas, Massage
McDonald's;1.0;22;Fast Food, Restaurants, Food, Coffee & Tea, Burgers
Dunkin';1.0;6;Food, Donuts, Coffee & Tea
Philadelphia Photographics;4.0;25;Arts & Entertainment, Shopping, Photography Stores & Services
Port Richmond Books;5.0;18;Books, Mags, Music & Video, Bookstores, Shopping
Royal Jewelers;2.5;7;Jewelry, Shopping
Queen Sheba;4.0;64;Nightlife, Restaurants, Sports Bars, Bars, Ethiopian
Ed's Pizza House;1.5;24;Restaurants, Pizza
Enzo's;3.5;9;American (New), Restaurants, Food
Hollywood Nails;2.0;5;Nail Salons, Beauty & Spas
Ricci's Hoagies;4.0;67;Restaurants, Italian, Sandwiches
Pina's Pizza;3.5;47;Restaurants, Italian, Pizza, Seafood
Keep It Clean With Raylene;4.0;34;Home Cleaning, Party & Event Planning, Caterers, Professional Services, Home Services, Office Cleaning, Event Planning & Services
Advanced Urgent Care;2.0;32;Urgent Care, Health & Medical
Oregon Steaks;3.5;184;Restaurants, Cheesesteaks, Sandwiches, Steakhouses, Local Flavor
Planet Fitness;2.5;15;Tanning, Fitness & Instruction, Gyms, Active Life, Beauty & Spas, Trainers
European Wax Center;4.5;51;Waxing, Beauty & Spas, Hair Removal, Skin Care, Eyebrow Services
Gutter Gurus;2.0;5;Roofing, Home Services, Gutter Services, Siding
Elite Flooring Installations;4.5;7;Carpet Cleaning, Carpeting, Local Services, Flooring, Home Services, Contractors
New Happy Nails;3.0;23;Beauty & Spas, Nail Salons
China Star;3.0;10;Cantonese, Restaurants, Chinese, Szechuan
Paseo Tapas Bar;2.5;11;Tapas Bars, Restaurants
The N Crowd;4.5;90;Performing Arts, Arts & Entertainment, Nightlife, Comedy Clubs
Linda's Beauty Salon;2.5;6;Beauty & Spas, Hair Salons
The Rotisserie At the Porch;2.0;9;Beer Gardens, Food, Food Trucks, Nightlife
Daydreams Gentlemen's Club;3.5;19;Bars, Adult Entertainment, Event Planning & Services, Nightlife, Arts & Entertainment, Sports Bars, Strip Clubs, Party & Event Planning, Dance Clubs
SLT - Philadelphia;4.5;13;Gyms, Fitness & Instruction, Trainers, Cardio Classes, Pilates, Active Life
SET NoLibs;4.0;108;Mexican, Bars, Restaurants, Asian Fusion, Lounges, Nightlife, Salad, Tacos
La Cucina at the Market;4.5;24;Cooking Schools, Education, Party & Event Planning, Event Planning & Services, Specialty Schools
Wilensky Locks & Hardware;4.5;50;Contractors, Home Services, Home & Garden, Hardware Stores, Keys & Locksmiths, Door Sales/Installation, Shopping, Building Supplies
Super Acucare Inc;4.5;47;Beauty & Spas, Massage, Acupuncture, Health & Medical
Raxx Vintage Clothing;3.0;28;Thrift Stores, Used, Vintage & Consignment, Shopping, Fashion
George's Sandwich Shop;4.0;93;Italian, Cheesesteaks, Restaurants, Sandwiches
Slate;3.0;124;Restaurants, Bars, American (New), Nightlife
Relentless Fitness;5.0;6;Gyms, Health & Medical, Active Life, Fitness & Instruction, Beauty & Spas, Trainers
Oxford Nails;3.5;5;Beauty & Spas, Nail Salons
Fine Wine & Good Spirits - Premium Collection;4.0;36;Beer, Wine & Spirits, Food
Good Karma Cafe;4.0;249;Food, Cafes, Coffee & Tea, Restaurants
2u Cleans;4.5;16;Auto Detailing, Car Wash, Automotive
Oriental Kitchen;2.5;8;American (Traditional), Restaurants, Chinese
Philadelphia Chinatown;4.5;8;Public Services & Government, Landmarks & Historical Buildings
Roto-Rooter Plumbing & Water Cleanup;3.0;117;Contractors, Plumbing, Home Services, Water Heater Installation/Repair, Damage Restoration
Whirled Peace Frozen Yogurt & Smoothies;3.5;87;Bubble Tea, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies
MexiPhilly Food Cart;3.5;21;Food
Athenian Restaurant;4.0;27;Food, American (New), Diners, Restaurants, American (Traditional)
Zoey's Yogurt Bar;3.0;9;Food, Bars, Ice Cream & Frozen Yogurt, Nightlife, Hookah Bars
Penn Micro Center Inc;2.5;8;Local Services, IT Services & Computer Repair, Mobile Phone Repair, Computers, Professional Services, Shopping
Ben Hair Salon;4.5;16;Hair Salons, Beauty & Spas
Valley Shepherd Creamery;4.5;32;American (New), Grocery, Specialty Food, Cheese Shops, Food, Restaurants
Stan's Used Tires;4.0;15;Tires, Automotive
The Palace of Indian;4.0;88;Restaurants, Indian
Shops At Liberty Place;3.5;95;Shopping, Shopping Centers
Pastore Auto Tags & Insurance;3.5;14;Auto Insurance, Professional Services, Legal Services, Insurance, Lawyers, Financial Services, Registration Services, Notaries, Automotive, Local Services
In & Out Pizza;2.0;36;Pizza, Restaurants
Mac's Tavern;3.5;446;Nightlife, Restaurants, American (New), Bars, Pubs
EMCO Tech;4.0;16;Contractors, Home Services, Heating & Air Conditioning/HVAC, Plumbing, Water Heater Installation/Repair, Local Services, Air Duct Cleaning
Atlantis Gentlemen's Club;2.5;10;Adult Entertainment, Nightlife
Roosevelt Inn;2.0;12;Hotels & Travel, Event Planning & Services, Hotels
Party City;2.5;7;Shopping, Costumes, Arts & Crafts, Party Supplies, Event Planning & Services
Novo Salon;4.0;15;Hair Salons, Beauty & Spas
Pho Hoa Noodle Soup;3.5;116;Restaurants, Vietnamese
The Richel D'Ambra Spa & Salon;3.5;65;Hair Salons, Day Spas, Beauty & Spas
Delancey Internal Medicine Washington Square;3.0;21;Health & Medical, Internal Medicine, Doctors
Instant Cash;5.0;6;Banks & Credit Unions, Jewelry, Gold Buyers, Shopping, Pawn Shops, Financial Services
Tiffin-Etc;3.0;21;Restaurants, Indian
Atlantic Books;3.0;5;Bookstores, Books, Mags, Music & Video, Shopping
Philadelphia Training Academy;4.0;112;Gun/Rifle Ranges, Specialty Schools, Education, Active Life
Liz Nail Salon;4.0;5;Nail Salons, Beauty & Spas
Milk + Honey Studio;5.0;22;Hair Salons, Eyebrow Services, Hair Extensions, Beauty & Spas, Eyelash Service
Jamaican Jerk Hut;2.5;276;Caribbean, Restaurants
Moon Flower House;4.5;8;Juice Bars & Smoothies, Food, Burgers, Restaurants, Sandwiches
All About Hair;4.0;62;Waxing, Hair Salons, Barbers, Hair Removal, Beauty & Spas
Nail Art Bar;4.0;47;Nail Salons, Beauty & Spas
Holmesburg Bakery;4.0;79;Restaurants, Food, Bakeries
A Taste of Jamaica;3.5;14;Caribbean, Southern, Restaurants
Champps Penn's Landing;2.5;38;American (Traditional), Sandwiches, Restaurants
Rasavat;5.0;28;Restaurants, Indian
Chez Yasmine;4.0;37;Food, Street Vendors, Food Trucks, Specialty Food
Ulta Beauty;3.5;12;Shopping, Skin Care, Cosmetics & Beauty Supply, Hair Salons, Beauty & Spas
Erawan Thai Cuisine;3.5;180;Thai, Restaurants
Ellis Prescription Pharmacy;4.5;10;Shopping, Health & Medical, Drugstores, Pharmacy
Special Occasion Alterations;4.5;65;Sewing & Alterations, Local Services
High Point Cafe;4.0;28;Coffee & Tea, Creperies, Bakeries, Cafes, Food, Restaurants
McDonald's;2.0;15;Fast Food, Food, Restaurants, Coffee & Tea, Burgers
Kristopher Barillas - BHHS Fox & Roach, Realtors;3.5;6;Real Estate, Home Services, Real Estate Agents
Halal Gyro King;4.5;24;Food Trucks, Halal, Food, Street Vendors, Sandwiches, Middle Eastern, Food Stands, Restaurants
"""No Macarena"" DJ & Custom Music Service";5.0;23;Event Planning & Services, DJs
Wag the Dog;5.0;16;Pet Sitting, Dog Walkers, Pet Services, Pets, Pet Photography
Oh So Good;3.5;15;Asian Fusion, Barbeque, Sandwiches, Restaurants, Soul Food, Delis, Food, Desserts, American (New), Breakfast & Brunch, Buffets, American (Traditional)
Joey C's Towing and Collision;3.5;6;Body Shops, Auto Repair, Automotive, Towing
